"﻿""SYMBOL",COMPANY NAME,SUBJECT,DETAILS,BROADCAST DATE/TIME,RECEIPT,DISSEMINATION,DIFFERENCE,"ATTACHMENT""",<!DOCTYPE html>
SWARAJ,Swaraj Suiting Limited,Board Meeting Intimation,SWARAJ SUITING LIMITED has informed the Exchange about Board Meeting to be held on 14-Nov-2023 to inter-alia consider and approve the Unaudited Financial results of the Company for the Half Yearly ended September 2023 .,09-11-2023 00:07,09-11-2023 00:07,09-11-2023 00:07,00:00:08,https://nsearchives.nseindia.com/corporate/xbrl/SWARAJ_09112023000744_PRIOR_INTIMATION_14303_981770_09112023120743_WEB.xml,
VIAZ,Viaz Tyres Limited,Financial Result Updates,"Viaz Tyres Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",08-11-2023 23:09,08-11-2023 23:09,08-11-2023 23:09,00:00:06,https://nsearchives.nseindia.com/corporate/outcomeofbm08112023signed_08112023230944.pdf,
JFLLIFE,Jfl Life Sciences Limited,Financial Result Updates,"Jfl Life Sciences Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",08-11-2023 22:59,08-11-2023 22:59,08-11-2023 22:59,00:00:07,https://nsearchives.nseindia.com/corporate/OUTCOME08112023SIGNED_08112023225908.pdf,
DENEERS,De Neers Tools Limited,Statement of deviation(s) or variation(s) under Reg. 32,De Neers Tools Limited has informed the Exchange about statement of deviation(s) or variation(s) under Reg. 32,08-11-2023 22:47,08-11-2023 22:47,08-11-2023 22:47,00:00:04,https://nsearchives.nseindia.com/corporate/DENEERS_08112023224748_StatementofDeviation.pdf,
ZEAL,Zeal Global Services Limited,Financial Result Updates,"Zeal Global Services Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",08-11-2023 22:41,08-11-2023 22:41,08-11-2023 22:41,00:00:03,https://nsearchives.nseindia.com/corporate/ZealOutcome08112023_08112023224104.pdf,
ZEAL,Zeal Global Services Limited,Outcome of Board Meeting,"Zeal Global Services Limited has informed the Exchange regarding  Board meeting held on November 08, 2023.",08-11-2023 22:36,08-11-2023 22:36,08-11-2023 22:36,00:00:06,https://nsearchives.nseindia.com/corporate/ZEAL_08112023223609_ZealOutcome08112023.pdf,
CONTI,Continental Seeds and Chemicals Limited,Financial Result Updates,"Continental Seeds and Chemicals Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",08-11-2023 22:15,08-11-2023 22:15,08-11-2023 22:15,00:00:06,https://nsearchives.nseindia.com/corporate/FinancialSeptember2023_08112023221542.pdf,
RICHA,Richa Info Systems Limited,Updates,"Richa Info Systems Limited has informed the Exchange regarding 'Meeting of the Board of directors was held today Wednesday 08th November 2023 at the registered office of company. The Board Meeting commenced at 03.00 P.M. today, could not be completed as discussion on Preferential issue are still in progress and will continue tomorrow morning and we shall communicate the outcome by mid-day on 09th November, 2023.We regret the inconvenience caused.'.",08-11-2023 21:39,08-11-2023 21:39,08-11-2023 21:39,00:00:05,https://nsearchives.nseindia.com/corporate/RICHA_08112023213928_Intimation.pdf,
ORIANA,Oriana Power Limited,Updates,"Oriana Power Limited has informed the Exchange regarding 'Earnings Release on the unaudited Financial Result for Half year ended on 30september,2023'.",08-11-2023 21:35,08-11-2023 21:35,08-11-2023 21:35,00:00:06,https://nsearchives.nseindia.com/corporate/ORIANA_08112023213518_Oriana_EarningRelease_08112023.pdf,
DRSDILIP,DRS Dilip Roadlines Limited,Record Date,DRS Dilip Roadlines Limited has informed the Exchange that Record date for the purpose of Scheme of Arrangement (Demerger)  is 15-Nov-2023.,08-11-2023 21:33,08-11-2023 21:33,08-11-2023 21:34,00:00:07,https://nsearchives.nseindia.com/corporate/DRSDILIP_08112023213357_DRS.pdf,
DRSDILIP,DRS Dilip Roadlines Limited,Updates,"DRS Dilip Roadlines Limited has informed the Exchange regarding 'Disclosures under Regulations 30 and 42 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 '.",08-11-2023 21:14,08-11-2023 21:14,08-11-2023 21:15,00:00:06,https://nsearchives.nseindia.com/corporate/DRSDILIP_08112023211458_DRS.pdf,
WALPAR,Walpar Nutritions Limited,Outcome of Board Meeting,"Walpar Nutritions Limited has informed the Exchange regarding  Board meeting held on November 08, 2023.",08-11-2023 21:00,08-11-2023 21:00,08-11-2023 21:00,00:00:06,https://nsearchives.nseindia.com/corporate/WALPAR_08112023210020_Outcome_revised.pdf,
MILTON,Milton Industries Limited,Board Meeting Intimation,MILTON INDUSTRIES LIMITED has informed the Exchange about Board Meeting to be held on 14-Nov-2023 to inter-alia consider and approve the Unaudited Financial results of the Company for the Half Yearly ended September 2023 .,08-11-2023 20:30,08-11-2023 20:30,08-11-2023 20:30,00:00:13,https://nsearchives.nseindia.com/corporate/xbrl/MILTON_08112023203003_PRIOR_INTIMATION_14295_981563_08112023083002_WEB.xml,
CMNL,Chaman Metallics Limited,Statement of deviation(s) or variation(s) under Reg. 32,Chaman Metallics Limited has informed the Exchange about statement of deviation(s) or variation(s) under Reg. 32,08-11-2023 20:00,08-11-2023 20:00,08-11-2023 20:00,00:00:11,https://nsearchives.nseindia.com/corporate/CMNL_08112023200002_StatementofDeviationCML30092023.pdf,
SEL,Sungarner Energies Limited,Related Party Transactions,Sungarner Energies Limited has informed the Exchange about related Party Transactions,08-11-2023 19:47,08-11-2023 19:47,08-11-2023 19:47,00:00:04,https://nsearchives.nseindia.com/corporate/SEL_08112023194729_NonApplicabilityRPT.pdf,
VITAL,Vital Chemtech Limited,Statement of deviation(s) or variation(s) under Reg. 32,Vital Chemtech Limited has informed the Exchange about statement of deviation(s) or variation(s) under Reg. 32,08-11-2023 19:46,08-11-2023 19:46,08-11-2023 19:46,00:00:08,https://nsearchives.nseindia.com/corporate/VITAL_08112023194600_StatementofDeviation.pdf,
DIGIKORE,Digikore Studios Limited,Outcome of Board Meeting,"Digikore Studios Limited has informed the Exchange regarding  the outcome of the Board meeting held on November 08, 2023.",08-11-2023 19:42,08-11-2023 19:42,08-11-2023 19:42,00:00:05,https://nsearchives.nseindia.com/corporate/DIGIKORE_08112023194213_OUTCOMEBOARDMEETINGRESULT.pdf,
VITAL,Vital Chemtech Limited,Financial Result Updates,"Vital Chemtech Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",08-11-2023 19:40,08-11-2023 19:40,08-11-2023 19:40,00:00:09,https://nsearchives.nseindia.com/corporate/Outcome_Vital_08112023_08112023194038.pdf,
VITAL,Vital Chemtech Limited,Financial Result Updates,"Vital Chemtech Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",08-11-2023 19:39,08-11-2023 19:39,08-11-2023 19:39,00:00:06,https://nsearchives.nseindia.com/corporate/Outcome_Vital_08112023_08112023193943.pdf,
VITAL,Vital Chemtech Limited,Outcome of Board Meeting,"Vital Chemtech Limited has informed the Exchange regarding  Board meeting held on November 08, 2023.",08-11-2023 19:37,08-11-2023 19:37,08-11-2023 19:37,00:00:05,https://nsearchives.nseindia.com/corporate/VITAL_08112023193718_Outcome_Vital_08112023.pdf,
3RDROCK,3rd Rock Multimedia Limited,Updates,"3rd Rock Multimedia Limited has informed the Exchange regarding 'Non-applicability of Corporate Governance [Regulation 27(2) of the Securities and Exchange Board of India (Listing Obligation and Disclosure Requirements) Regulations, 2015]'.",13-10-2023 17:32,13-10-2023 17:32,13-10-2023 17:33,00:00:08,https://nsearchives.nseindia.com/corporate/3RDROCK_13102023173252_NSE.pdf,
3RDROCK,3rd Rock Multimedia Limited,"Certificate under SEBI (Depositories and Participants) Regulations, 2018","3rd Rock Multimedia Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",13-10-2023 17:29,13-10-2023 17:29,13-10-2023 17:29,00:00:07,https://nsearchives.nseindia.com/corporate/3RDROCK_13102023172937_ilovepdf_merged.pdf,
BHALCHANDR,Bhalchandram Clothing Limited,"Certificate under SEBI (Depositories and Participants) Regulations, 2018","Bhalchandram Clothing Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",12-10-2023 16:39,12-10-2023 16:39,12-10-2023 16:39,00:00:03,https://nsearchives.nseindia.com/corporate/BHALCHANDR_12102023163929_74SeptemberBCL.pdf,
GIRRESORTS,GIR Natureview Resorts Limited,Shareholders meeting,"GIR Natureview Resorts Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 30, 2023. Further, the company has informed the Exchange regarding voting results along with copy of minutes.",04-10-2023 16:25,04-10-2023 16:25,04-10-2023 16:25,00:00:06,https://nsearchives.nseindia.com/corporate/GIRRESORTS_04102023162541_VR.pdf,
3RDROCK,3rd Rock Multimedia Limited,Shareholders meeting,"3rd Rock Multimedia Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 30, 2023. Further, the company has informed the Exchange regarding voting results.",04-10-2023 16:10,04-10-2023 16:10,04-10-2023 16:10,00:00:12,https://nsearchives.nseindia.com/corporate/3RDROCK_04102023161025_nse.pdf,
VIAZ,Viaz Tyres Limited,Financial Result Updates,"Viaz Tyres Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",08-11-2023 23:09,08-11-2023 23:09,08-11-2023 23:09,00:00:07,https://nsearchives.nseindia.com/corporate/outcomeofbm08112023signed_08112023230944.pdf,
JFLLIFE,Jfl Life Sciences Limited,Financial Result Updates,"Jfl Life Sciences Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",08-11-2023 22:59,08-11-2023 22:59,08-11-2023 22:59,00:00:08,https://nsearchives.nseindia.com/corporate/OUTCOME08112023SIGNED_08112023225908.pdf,
ZEAL,Zeal Global Services Limited,Financial Result Updates,"Zeal Global Services Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",08-11-2023 22:41,08-11-2023 22:41,08-11-2023 22:41,00:00:04,https://nsearchives.nseindia.com/corporate/ZealOutcome08112023_08112023224104.pdf,
CONTI,Continental Seeds and Chemicals Limited,Financial Result Updates,"Continental Seeds and Chemicals Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",08-11-2023 22:15,08-11-2023 22:15,08-11-2023 22:15,00:00:08,https://nsearchives.nseindia.com/corporate/FinancialSeptember2023_08112023221542.pdf,
VITAL,Vital Chemtech Limited,Financial Result Updates,"Vital Chemtech Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",08-11-2023 19:40,08-11-2023 19:40,08-11-2023 19:40,00:00:08,https://nsearchives.nseindia.com/corporate/Outcome_Vital_08112023_08112023194038.pdf,
VITAL,Vital Chemtech Limited,Financial Result Updates,"Vital Chemtech Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",08-11-2023 19:39,08-11-2023 19:39,08-11-2023 19:39,00:00:05,https://nsearchives.nseindia.com/corporate/Outcome_Vital_08112023_08112023193943.pdf,
KNAGRI,KN Agri Resources Limited,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,KN AGRI RESOURCES LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,08-11-2023 19:34,08-11-2023 19:34,08-11-2023 19:34,00:00:04,https://nsearchives.nseindia.com/corporate/xbrl/KNAGRI_08112023193444_CIM_14287_981412_08112023073443_WEB.xml,
SEL,Sungarner Energies Limited,Financial Result Updates,"Sungarner Energies Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",08-11-2023 19:30,08-11-2023 19:30,08-11-2023 19:30,00:00:09,https://nsearchives.nseindia.com/corporate/OUTCOMEALONGWITHLRR30092023_08112023193008.pdf,
SEL,Sungarner Energies Limited,Financial Result Updates,"Sungarner Energies Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",08-11-2023 19:30,08-11-2023 19:30,08-11-2023 19:30,00:00:10,https://nsearchives.nseindia.com/corporate/OUTCOMEALONGWITHLRR30092023_08112023193008.pdf,
WALPAR,Walpar Nutritions Limited,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,WALPAR NUTRITIONS LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,08-11-2023 19:27,08-11-2023 19:27,08-11-2023 19:27,00:00:03,https://nsearchives.nseindia.com/corporate/xbrl/WALPAR_08112023192737_CIM_14285_981383_08112023072736_WEB.xml,
SEL,Sungarner Energies Limited,Outcome of Board Meeting,"Sungarner Energies Limited has informed the Exchange regarding  Board meeting held on November 08, 2023.",08-11-2023 19:26,08-11-2023 19:26,08-11-2023 19:26,00:00:08,https://nsearchives.nseindia.com/corporate/SEL_08112023192615_OUTCOMEALONGWITHLRR30092023.pdf,
KRISHNADEF,Krishna Defence and Allied Industries Limited,Analysts/Institutional Investor Meet/Con. Call Updates,Krishna Defence And Allied Industries Limited has informed the Exchange about Presentation,08-11-2023 19:23,08-11-2023 19:23,08-11-2023 19:23,00:00:04,https://nsearchives.nseindia.com/corporate/KRISHNADEF_08112023192333_uploaded.pdf,
WALPAR,Walpar Nutritions Limited,Resignation,"Walpar Nutritions Limited has informed the Exchange regarding Resignation of Mr Divyanshu Raval as Executive Director of the company w.e.f. November 07, 2023.",08-11-2023 19:19,08-11-2023 19:19,08-11-2023 19:19,00:00:09,https://nsearchives.nseindia.com/corporate/WALPAR_08112023191908_IntimationofResignation.pdf,
WALPAR,Walpar Nutritions Limited,Financial Result Updates,"Walpar Nutritions Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",08-11-2023 19:14,08-11-2023 19:14,08-11-2023 19:14,00:00:06,https://nsearchives.nseindia.com/corporate/RESULT_NSE_08112023191431.pdf,
WALPAR,Walpar Nutritions Limited,Outcome of Board Meeting,"Walpar Nutritions Limited has informed the Exchange regarding  Board meeting held on November 08, 2023.",08-11-2023 19:08,08-11-2023 19:08,08-11-2023 19:08,00:00:07,https://nsearchives.nseindia.com/corporate/WALPAR_08112023190852_Outcome.pdf,
KNAGRI,KN Agri Resources Limited,Change in Management,Kn Agri Resources Limited has informed the Exchange about change in Management,08-11-2023 18:58,08-11-2023 18:58,08-11-2023 18:58,00:00:08,https://nsearchives.nseindia.com/corporate/KNAGRI_08112023185822_Intimationnse08112023.pdf,
UMA,Uma Converter Limited,Related Party Transactions,Uma Converter Limited has informed the Exchange about related Party Transactions,08-11-2023 18:57,08-11-2023 18:57,08-11-2023 18:57,00:00:08,https://nsearchives.nseindia.com/corporate/UMA_08112023185737_RELATEDPARTYTRANSACTIONUMA.pdf,
AATMAJ,Aatmaj Healthcare Limited,Disclosure of Half yearly financial information (if submitted as part of Half-Yearly Report),"Aatmaj Healthcare Limited has informed regarding Unaudited Financial results for HY ended September 30, 2023",08-11-2023 18:47,08-11-2023 18:47,08-11-2023 18:47,00:00:10,https://nsearchives.nseindia.com/corporate/AATMAJ_08112023184747_AHLUFR30092023signed.pdf,
SABAR,Sabar Flex India Limited,Financial Result Updates,"Sabar Flex India Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",08-11-2023 18:45,08-11-2023 18:45,08-11-2023 18:45,00:00:07,https://nsearchives.nseindia.com/corporate/Results_08112023184529.pdf,
SABAR,Sabar Flex India Limited,Financial Result Updates,"Sabar Flex India Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",08-11-2023 18:45,08-11-2023 18:45,08-11-2023 18:45,00:00:06,https://nsearchives.nseindia.com/corporate/Results_08112023184529.pdf,
RILINFRA,Rachana Infrastructure Limited,Statement of deviation(s) or variation(s) under Reg. 32,Rachana Infrastructure Limited has informed the Exchange about statement of deviation(s) or variation(s) under Reg. 32,08-11-2023 18:45,08-11-2023 18:45,08-11-2023 18:45,00:00:04,https://nsearchives.nseindia.com/corporate/RILINFRA_08112023184528_StatementofDeviation30092023.pdf,
AATMAJ,Aatmaj Healthcare Limited,Financial Result Updates,"Aatmaj Healthcare Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",08-11-2023 18:37,08-11-2023 18:37,08-11-2023 18:37,00:00:08,https://nsearchives.nseindia.com/corporate/AHLUFR30092023signed_08112023183739.pdf,
AATMAJ,Aatmaj Healthcare Limited,Financial Result Updates,"Aatmaj Healthcare Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",08-11-2023 18:37,08-11-2023 18:37,08-11-2023 18:37,00:00:07,https://nsearchives.nseindia.com/corporate/AHLUFR30092023signed_08112023183739.pdf,
SABAR,Sabar Flex India Limited,Related Party Transactions,Sabar Flex India Limited has informed the Exchange about non applicability of disclosures of related Party Transactions,08-11-2023 18:36,08-11-2023 18:36,08-11-2023 18:36,00:00:16,https://nsearchives.nseindia.com/corporate/SABAR_08112023183635_RPT.pdf,
SABAR,Sabar Flex India Limited,Financial Result Updates,"Sabar Flex India Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",08-11-2023 18:34,08-11-2023 18:34,08-11-2023 18:34,00:00:05,https://nsearchives.nseindia.com/corporate/Results_08112023183447.pdf,
SABAR,Sabar Flex India Limited,Financial Result Updates,"Sabar Flex India Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",08-11-2023 18:34,08-11-2023 18:34,08-11-2023 18:34,00:00:08,https://nsearchives.nseindia.com/corporate/Results_08112023183447.pdf,
DIGIKORE,Digikore Studios Limited,Outcome of Board Meeting,"Digikore Studios Limited has informed the Exchange regarding  the outcome of the Board meeting held on November 08, 2023.",08-11-2023 19:42,08-11-2023 19:42,08-11-2023 19:42,00:00:06,https://nsearchives.nseindia.com/corporate/DIGIKORE_08112023194213_OUTCOMEBOARDMEETINGRESULT.pdf,
AATMAJ,Aatmaj Healthcare Limited,Outcome of Board Meeting,"Aatmaj Healthcare Limited has informed the Exchange regarding  Board meeting held on November 08, 2023 - Unaudited Financial Results as of September 30, 2023",08-11-2023 18:34,08-11-2023 18:34,08-11-2023 18:34,00:00:08,https://nsearchives.nseindia.com/corporate/AATMAJ_08112023183404_AHLUFR30092023signed.pdf,
MASTER,Master Components Limited,Related Party Transactions,Master Components Limited has informed the Exchange about not applicability of disclosure of related Party Transactions,08-11-2023 18:32,08-11-2023 18:32,08-11-2023 18:32,00:00:12,https://nsearchives.nseindia.com/corporate/MASTER_08112023183203_Reg_23_9__RPT_CERTIFICATE_092023_signed.pdf,
ORIANA,Oriana Power Limited,Outcome of Board Meeting,"Oriana Power Limited has informed the Exchange regarding Outcome of Board Meeting held on November 08, 2023.",08-11-2023 18:26,08-11-2023 18:26,08-11-2023 18:26,00:00:10,https://nsearchives.nseindia.com/corporate/ORIANA_08112023182603_Outcome_of_board_meeting_Oriana_08112023182603.zip,
VITAL,Vital Chemtech Limited,Outcome of Board Meeting,"Vital Chemtech Limited has informed the Exchange regarding  Board meeting held on November 08, 2023.",08-11-2023 19:37,08-11-2023 19:37,08-11-2023 19:37,00:00:06,https://nsearchives.nseindia.com/corporate/VITAL_08112023193718_Outcome_Vital_08112023.pdf,
RCDL,Rajgor Castor Derivatives Limited,Updates,Rajgor Castor Derivatives Limited has informed the Exchange regarding 'Non-applicability and Non requirement of certain Compliances of various SEBIRegulations'.,08-11-2023 18:25,08-11-2023 18:25,08-11-2023 18:25,00:00:12,https://nsearchives.nseindia.com/corporate/RCDL_08112023182504_Update_RCDL.pdf,
KNAGRI,KN Agri Resources Limited,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,KN AGRI RESOURCES LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,08-11-2023 19:34,08-11-2023 19:34,08-11-2023 19:34,00:00:05,https://nsearchives.nseindia.com/corporate/xbrl/KNAGRI_08112023193444_CIM_14287_981412_08112023073443_WEB.xml,
DENTALKART,Vasa Denticity Limited,Analysts/Institutional Investor Meet/Con. Call Updates,"Vasa Denticity Limited has informed the Exchange about Link of Audio Recording of Earnings call held on Wednesday, November 08, 2023 at 10:15 A.M. (IST) on operational and financial performance of the Company for the half year ended September 30, 2023",08-11-2023 18:07,08-11-2023 18:07,08-11-2023 18:07,00:00:05,https://nsearchives.nseindia.com/corporate/DENTALKART_08112023180722_EarningCallAudioLinkHY1FY24.pdf,
PERFECT,Perfect Infraengineers Limited,Updates,Perfect Infraengineers Limited has informed the Exchange regarding 'Suspension of partly paid-up equity shares of Perfect Infraengineers Limited w.e.f 10th November 2023'.,08-11-2023 18:04,08-11-2023 18:04,08-11-2023 18:04,00:00:11,https://nsearchives.nseindia.com/corporate/PERFECT_08112023180430_CML59276.pdf,
RILINFRA,Rachana Infrastructure Limited,Related Party Transactions,Rachana Infrastructure Limited has informed the Exchange about related Party Transactions on half year ended on 30.09.2023,08-11-2023 17:59,08-11-2023 17:59,08-11-2023 17:59,00:00:04,https://nsearchives.nseindia.com/corporate/RILINFRA_08112023175946_RPT30092023_.pdf,
UMA,Uma Converter Limited,Financial Result Updates,"Uma Converter Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",08-11-2023 17:55,08-11-2023 17:55,08-11-2023 17:55,00:00:08,https://nsearchives.nseindia.com/corporate/OUTCOMEOFBMUMA08112023_08112023175520.pdf,
KRISHNADEF,Krishna Defence and Allied Industries Limited,Analysts/Institutional Investor Meet/Con. Call Updates,Krishna Defence And Allied Industries Limited has informed the Exchange about Presentation,08-11-2023 19:23,08-11-2023 19:23,08-11-2023 19:23,00:00:05,https://nsearchives.nseindia.com/corporate/KRISHNADEF_08112023192333_uploaded.pdf,
UMA,Uma Converter Limited,Outcome of Board Meeting,"Uma Converter Limited has informed the Exchange regarding  Board meeting held on November 08, 2023.",08-11-2023 17:51,08-11-2023 17:51,08-11-2023 17:51,00:00:05,https://nsearchives.nseindia.com/corporate/UMA_08112023175148_OUTCOMEOFBMUMA08112023.pdf,
VIAZ,Viaz Tyres Limited,Updates,"Viaz Tyres Limited has informed the Exchange regarding 'unaudited financial results for half year end september 30, 2023'.",08-11-2023 17:46,08-11-2023 17:46,08-11-2023 17:46,00:00:08,https://nsearchives.nseindia.com/corporate/VIAZ_08112023174628_outcomeofbm08112023signed.pdf,
RILINFRA,Rachana Infrastructure Limited,Outcome of Board Meeting,"Rachana Infrastructure Limited has informed the Exchange regarding  Board meeting held on November 08, 2023.",08-11-2023 17:45,08-11-2023 17:45,08-11-2023 17:45,00:00:08,https://nsearchives.nseindia.com/corporate/RILINFRA_08112023174522_OutcomeofBM30092023_.pdf,
VIAZ,Viaz Tyres Limited,Outcome of Board Meeting,"Viaz Tyres Limited has informed the Exchange regarding Outcome of Board Meeting held on November 08, 2023.",08-11-2023 17:45,08-11-2023 17:45,08-11-2023 17:45,00:00:08,https://nsearchives.nseindia.com/corporate/VIAZ_08112023174515_outcomeofbm08112023signed.pdf,
INFOLLION,Infollion Research Services Limited,Analysts/Institutional Investor Meet/Con. Call Updates,INFOLLION RESEARCH SERVICES LIMITED has informed the Exchange about Link of Recording,08-11-2023 17:45,08-11-2023 17:45,08-11-2023 17:45,00:00:10,https://nsearchives.nseindia.com/corporate/INFOLLION_08112023174500_Audiovideorecordingsofearningscall08112023.pdf,
RILINFRA,Rachana Infrastructure Limited,Financial Result Updates,"Rachana Infrastructure Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",08-11-2023 17:42,08-11-2023 17:42,08-11-2023 17:42,00:00:14,https://nsearchives.nseindia.com/corporate/OutcomeofBM30092023__08112023174222.pdf,
DUGLOBAL,DUDIGITAL GLOBAL LIMITED,Acquisition-XBRL,Dudigital Global Limited has informed the Exchange regarding Acquisition,08-11-2023 17:36,08-11-2023 17:36,08-11-2023 17:36,00:00:09,https://nsearchives.nseindia.com/corporate/xbrl/DUGLOBAL_08112023173619_REG30_Restructuring_980890_08112023053619_WEB.xml,
PARTYCRUS,Party Cruisers Limited,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,PARTY CRUISERS LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,08-11-2023 17:34,08-11-2023 17:34,08-11-2023 17:34,00:00:11,https://nsearchives.nseindia.com/corporate/xbrl/PARTYCRUS_08112023173405_CIM_14261_980876_08112023053404_WEB.xml,
PARTYCRUS,Party Cruisers Limited,Financial Result Updates,"Party Cruisers Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",08-11-2023 17:28,08-11-2023 17:28,08-11-2023 17:28,00:00:06,https://nsearchives.nseindia.com/corporate/Outcome_08112023172800.pdf,
PARTYCRUS,Party Cruisers Limited,Outcome of Board Meeting,"Party Cruisers Limited has informed the Exchange regarding  Board meeting held on November 08, 2023",08-11-2023 17:25,08-11-2023 17:25,08-11-2023 17:26,00:00:03,https://nsearchives.nseindia.com/corporate/PARTYCRUS_08112023172558_Outcome.pdf,
KRISHIVAL,Krishival Foods Limited,Financial Result Updates,"Krishival Foods Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",08-11-2023 17:25,08-11-2023 17:25,08-11-2023 17:25,00:00:05,https://nsearchives.nseindia.com/corporate/OutcomeofBM_08112023172541.pdf,
AATMAJ,Aatmaj Healthcare Limited,Outcome of Board Meeting,"Aatmaj Healthcare Limited has informed the Exchange regarding  Board meeting held on November 08, 2023 - Unaudited Financial Results as of September 30, 2023",08-11-2023 18:34,08-11-2023 18:34,08-11-2023 18:34,00:00:09,https://nsearchives.nseindia.com/corporate/AATMAJ_08112023183404_AHLUFR30092023signed.pdf,
KRISHIVAL,Krishival Foods Limited,Financial Result Updates,"Krishival Foods Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",08-11-2023 17:25,08-11-2023 17:25,08-11-2023 17:25,00:00:07,https://nsearchives.nseindia.com/corporate/OutcomeofBM_08112023172541.pdf,
KRISHIVAL,Krishival Foods Limited,Statement of deviation(s) or variation(s) under Reg. 32,Krishival Foods Limited has informed the Exchange about statement of deviation(s) or variation(s) under Reg. 32,08-11-2023 17:18,08-11-2023 17:18,08-11-2023 17:18,00:00:05,https://nsearchives.nseindia.com/corporate/KRISHIVAL_08112023171818_StatementofDeviation.pdf,
EUROBOND,Euro Panel Products Limited,Related Party Transactions,"Euro Panel Products Limited has informed the Exchange about Non-Applicability of Related Party Transactions as specified under Regulation 23(9) of SEBI (LODR) Regulations, 2015",08-11-2023 17:12,08-11-2023 17:12,08-11-2023 17:12,00:00:05,https://nsearchives.nseindia.com/corporate/EUROBOND_08112023171249_RPT.pdf,
KNAGRI,KN Agri Resources Limited,Financial Result Updates,"Kn Agri Resources Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",08-11-2023 17:12,08-11-2023 17:12,08-11-2023 17:12,00:00:04,https://nsearchives.nseindia.com/corporate/08112023_08112023171229.pdf,
KRISHIVAL,Krishival Foods Limited,Outcome of Board Meeting,"Krishival Foods Limited has informed the Exchange regarding Outcome of Board Meeting held on November 08, 2023 along with unaudited financial result for the half year ended September 30, 2023",08-11-2023 17:11,08-11-2023 17:11,08-11-2023 17:11,00:00:05,https://nsearchives.nseindia.com/corporate/KRISHIVAL_08112023171107_OutcomeofBM.pdf,
KNAGRI,KN Agri Resources Limited,Financial Result Updates,"Kn Agri Resources Limited has submitted to the Exchange, the financial results for the period ended September 30, 2023.",08-11-2023 17:12,08-11-2023 17:12,08-11-2023 17:12,00:00:06,https://nsearchives.nseindia.com/corporate/08112023_08112023171229.pdf,
ASLIND,ASL Industries Limited,Outcome of Board Meeting,"ASL Industries Limited has informed the Exchange regarding  Board meeting held on November 08, 2023.",08-11-2023 17:10,08-11-2023 17:10,08-11-2023 17:10,00:00:06,https://nsearchives.nseindia.com/corporate/ASLIND_08112023171022_halfyearly30092023.pdf,
